icd_code	icd_version	long_title
63512	9	Legally induced abortion, complicated by delayed or excessive hemorrhage, complete
75553	9	Radioulnar synostosis
63522	9	Legally induced abortion, complicated by damage to pelvic organs or tissues, complete
63532	9	Legally induced abortion, complicated by renal failure, complete
63552	9	Legally induced abortion, complicated by shock, complete
63562	9	Legally induced abortion, complicated by embolism, complete
63571	9	Legally induced abortion, with other specified complications, incomplete
63572	9	Legally induced abortion, with other specified complications, complete
63581	9	Legally induced abortion, with unspecified complication, incomplete
63590	9	Legally induced abortion, without mention of complication, unspecified
63591	9	Legally induced abortion, without mention of complication, incomplete
63592	9	Legally induced abortion, without mention of complication, complete
63621	9	Illegally induced abortion, complicated by damage to pelvic organs or tissues, incomplete
63692	9	Illegally induced abortion, without mention of complication, complete
63791	9	Unspecified abortion, without mention of complication, incomplete
6390	9	Genital tract and pelvic infection following abortion or ectopic and molar pregnancies
6391	9	Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies
6392	9	Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies
6393	9	Kidney failure following abortion and ectopic and molar pregnancies
6394	9	Metabolic disorders following abortion or ectopic and molar pregnancies
6395	9	Shock following abortion or ectopic and molar pregnancies
6396	9	Embolism following abortion or ectopic and molar pregnancies
6398	9	Other specified complications following abortion or ectopic and molar pregnancy
64001	9	Threatened abortion, delivered, with or without mention of antepartum condition
64003	9	Threatened abortion, antepartum condition or complication
64083	9	Other specified hemorrhage in early pregnancy, antepartum condition or complication
64093	9	Unspecified hemorrhage in early pregnancy, antepartum condition or complication
64101	9	Placenta previa without hemorrhage, delivered, with or without mention of antepartum condition
64103	9	Placenta previa without hemorrhage, antepartum condition or complication
64111	9	Hemorrhage from placenta previa, delivered, with or without mention of antepartum condition
64113	9	Hemorrhage from placenta previa, antepartum condition or complication
64121	9	Premature separation of placenta, delivered, with or without mention of antepartum condition
64123	9	Premature separation of placenta, antepartum condition or complication
64133	9	Antepartum hemorrhage associated with coagulation defects, antepartum condition or complication
64181	9	Other antepartum hemorrhage, delivered, with or without mention of antepartum condition
64183	9	Other antepartum hemorrhage, antepartum condition or complication
64191	9	Unspecified antepartum hemorrhage, delivered, with or without mention of antepartum condition
64193	9	Unspecified antepartum hemorrhage, antepartum condition or complication
64200	9	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, unspecified as to episode of care or not applicable
64201	9	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition
64202	9	Benign essential hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with mention of postpartum complication
64203	9	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication
64204	9	Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication
64211	9	Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition
64511	9	Post term pregnancy, delivered, with or without mention of antepartum condition
64213	9	Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication
64214	9	Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication
64221	9	Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition
64223	9	Other pre-existing hypertension, complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication
64224	9	Other pre-existing hypertension,complicating pregnancy, childbirth, and the puerperium, , postpartum condition or complication
64231	9	Transient hypertension of pregnancy, delivered , with or without mention of antepartum condition
64232	9	Transient hypertension of pregnancy, delivered, with mention of postpartum complication
64233	9	Transient hypertension of pregnancy, antepartum condition or complication
64234	9	Transient hypertension of pregnancy, postpartum condition or complication
64241	9	Mild or unspecified pre-eclampsia, delivered, with or without mention of antepartum condition
64242	9	Mild or unspecified pre-eclampsia, delivered, with mention of postpartum complication
64243	9	Mild or unspecified pre-eclampsia, antepartum condition or complication
64244	9	Mild or unspecified pre-eclampsia, postpartum condition or complication
64251	9	Severe pre-eclampsia, delivered, with or without mention of antepartum condition
64252	9	Severe pre-eclampsia, delivered, with mention of postpartum complication
64253	9	Severe pre-eclampsia, antepartum condition or complication
64254	9	Severe pre-eclampsia, postpartum condition or complication
64261	9	Eclampsia, delivered, with or without mention of antepartum condition
64262	9	Eclampsia, delivered, with mention of postpartum complication
64263	9	Eclampsia, antepartum condition or complication
64271	9	Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with or without mention of antepartum condition
64272	9	Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with mention of postpartum complication
64273	9	Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, antepartum condition or complication
64274	9	Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, postpartum condition or complication
64291	9	Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition
64292	9	Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication
64293	9	Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication
64294	9	Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication
64301	9	Mild hyperemesis gravidarum, delivered, with or without mention of antepartum condition
64303	9	Mild hyperemesis gravidarum, antepartum condition or complication
64311	9	Hyperemesis gravidarum with metabolic disturbance, delivered, with or without mention of antepartum condition
64313	9	Hyperemesis gravidarum with metabolic disturbance, antepartum condition or complication
64321	9	Late vomiting of pregnancy, delivered, with or without mention of antepartum condition
64323	9	Late vomiting of pregnancy, antepartum condition or complication
64381	9	Other vomiting complicating pregnancy, delivered, with or without mention of antepartum condition
64383	9	Other vomiting complicating pregnancy, antepartum condition or complication
64391	9	Unspecified vomiting of pregnancy, delivered, with or without mention of antepartum condition
64393	9	Unspecified vomiting of pregnancy, antepartum condition or complication
64403	9	Threatened premature labor, antepartum condition or complication
64413	9	Other threatened labor, antepartum condition or complication
64421	9	Early onset of delivery, delivered, with or without mention of antepartum condition
64513	9	Post term pregnancy, antepartum condition or complication
64521	9	Prolonged pregnancy, delivered, with or without mention of antepartum condition
64523	9	Prolonged pregnancy, antepartum condition or complication
64611	9	Edema or excessive weight gain in pregnancy, without mention of hypertension, delivered, with or without mention of antepartum complication
64612	9	Edema or excessive weight gain in pregnancy, without mention of hypertension, delivered, with mention of postpartum complication
64613	9	Edema or excessive weight gain in pregnancy, without mention of hypertension, antepartum condition or complication
64614	9	Edema or excessive weight gain in pregnancy, without mention of hypertension, postpartum condition or complication
64621	9	Unspecified renal disease in pregnancy, without mention of hypertension, delivered, with or without mention of antepartum condition
64622	9	Unspecified renal disease in pregnancy, without mention of hypertension, delivered, with mention of postpartum complication
64623	9	Unspecified renal disease in pregnancy, without mention of hypertension, antepartum condition or complication
64624	9	Unspecified renal disease in pregnancy, without mention of hypertension, postpartum condition or complication
64631	9	Recurrent pregnancy loss, delivered, with or without mention of antepartum condition
64633	9	Recurrent pregnancy loss, antepartum condition or complication
64641	9	Peripheral neuritis in pregnancy, delivered, with or without mention of antepartum condition
64651	9	Asymptomatic bacteriuria in pregnancy, delivered, with or without mention of antepartum condition
64653	9	Asymptomatic bacteriuria in pregnancy, antepartum condition or complication
64661	9	Infections of genitourinary tract in pregnancy, delivered, with or without mention of antepartum condition
64662	9	Infections of genitourinary tract in pregnancy, delivered, with mention of postpartum complication
64663	9	Infections of genitourinary tract in pregnancy, antepartum condition or complication
64664	9	Infections of genitourinary tract in pregnancy, postpartum condition or complication
64671	9	Liver and biliary tract disorders in pregnancy, delivered, with or without mention of antepartum condition
64673	9	Liver and biliary tract disorders in pregnancy, antepartum condition or complication
64681	9	Other specified complications of pregnancy, delivered, with or without mention of antepartum condition
64682	9	Other specified complications of pregnancy, delivered, with mention of postpartum complication
64683	9	Other specified complications of pregnancy, antepartum condition or complication
64684	9	Other specified complications of pregnancy, postpartum condition or complication
64691	9	Unspecified complication of pregnancy, delivered, with or without mention of antepartum condition
64693	9	Unspecified complication of pregnancy, antepartum condition or complication
64703	9	Syphilis of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication
64711	9	Gonorrhea of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition
64963	9	Uterine size date discrepancy, antepartum condition or complication
64721	9	Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition
64723	9	Other venereal diseases of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication
64761	9	Other viral diseases in the mother, delivered, with or without mention of antepartum condition
64762	9	Other viral diseases in the mother, delivered, with mention of postpartum complication
64763	9	Other viral diseases in the mother, antepartum condition or complication
64764	9	Other viral diseases in the mother, postpartum condition or complication
64781	9	Other specified infectious and parasitic diseases of mother, delivered, with or without mention of antepartum condition
64782	9	Other specified infectious and parasitic diseases of mother, delivered, with mention of postpartum complication
64783	9	Other specified infectious and parasitic diseases of mother, antepartum condition or complication
64784	9	Other specified infectious and parasitic diseases of mother, postpartum condition or complication
64792	9	Unspecified infection or infestation of mother, delivered, with mention of postpartum complication
64793	9	Unspecified infection or infestation of mother, antepartum condition or complication
64794	9	Unspecified infection or infestation of mother, postpartum condition or complication
64801	9	Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition
64803	9	Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication
64804	9	Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication
64811	9	Thyroid dysfunction of mother, delivered, with or without mention of antepartum condition
64813	9	Thyroid dysfunction of mother, antepartum condition or complication
64814	9	Thyroid dysfunction of mother, postpartum condition or complication
64820	9	Anemia of mother, unspecified as to episode of care or not applicable
64821	9	Anemia of mother, delivered, with or without mention of antepartum condition
64822	9	Anemia of mother, delivered, with mention of postpartum complication
64823	9	Anemia of mother, antepartum condition or complication
64824	9	Anemia of mother, postpartum condition or complication
64831	9	Drug dependence of mother, delivered, with or without mention of antepartum condition
64833	9	Drug dependence of mother, antepartum condition or complication
64834	9	Drug dependence of mother, postpartum condition or complication
64841	9	Mental disorders of mother, delivered, with or without mention of antepartum condition
64842	9	Mental disorders of mother, delivered, with mention of postpartum complication
64843	9	Mental disorders of mother, antepartum condition or complication
64844	9	Mental disorders of mother, postpartum condition or complication
7051	9	Prickly heat
64851	9	Congenital cardiovascular disorders of mother, delivered, with or without mention of antepartum condition
64852	9	Congenital cardiovascular disorders of mother, delivered, with mention of postpartum complication
64853	9	Congenital cardiovascular disorders of mother, antepartum condition or complication
64854	9	Congenital cardiovascular disorders of mother, postpartum condition or complication
64861	9	Other cardiovascular diseases of mother, delivered, with or without mention of antepartum condition
64862	9	Other cardiovascular diseases of mother, delivered, with mention of postpartum complication
64863	9	Other cardiovascular diseases of mother, antepartum condition or complication
64864	9	Other cardiovascular diseases of mother, postpartum condition or complication
64871	9	Bone and joint disorders of back, pelvis, and lower limbs of mother, delivered, with or without mention of antepartum condition
64872	9	Bone and joint disorders of back, pelvis, and lower limbs of mother, delivered, with mention of postpartum complication
64873	9	Bone and joint disorders of back, pelvis, and lower limbs of mother, antepartum condition or complication
64874	9	Bone and joint disorders of back, pelvis, and lower limbs of mother, postpartum condition or complication
64881	9	Abnormal glucose tolerance of mother, delivered, with or without mention of antepartum condition
64882	9	Abnormal glucose tolerance of mother, delivered, with mention of postpartum complication
64883	9	Abnormal glucose tolerance of mother, antepartum condition or complication
64884	9	Abnormal glucose tolerance of mother, postpartum condition or complication
64891	9	Other current conditions classifiable elsewhere of mother, delivered, with or without mention of antepartum condition
64892	9	Other current conditions classifiable elsewhere of mother, delivered, with mention of postpartum complication
64893	9	Other current conditions classifiable elsewhere of mother, antepartum condition or complication
64894	9	Other current conditions classifiable elsewhere of mother, postpartum condition or complication
64901	9	Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition
64903	9	Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication
64904	9	Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication
64911	9	Obesity complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition
64913	9	Obesity complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication
64914	9	Obesity complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication
64921	9	Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition
64923	9	Bariatric surgery status complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication
64931	9	Coagulation defects complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition
64932	9	Coagulation defects complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication
64933	9	Coagulation defects complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication
64934	9	Coagulation defects complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication
64941	9	Epilepsy complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition
64943	9	Epilepsy complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication
64944	9	Epilepsy complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication
64951	9	Spotting complicating pregnancy, delivered, with or without mention of antepartum condition
64953	9	Spotting complicating pregnancy, antepartum condition or complication
64961	9	Uterine size date discrepancy, delivered, with or without mention of antepartum condition
64971	9	Cervical shortening, delivered, with or without mention of antepartum condition
64973	9	Cervical shortening, antepartum condition or complication
64981	9	Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section, delivered, with or without mention of antepartum condition
650	9	Normal delivery
65101	9	Twin pregnancy, delivered, with or without mention of antepartum condition
65103	9	Twin pregnancy, antepartum condition or complication
65111	9	Triplet pregnancy, delivered, with or without mention of antepartum condition
65113	9	Triplet pregnancy, antepartum condition or complication
65131	9	Twin pregnancy with fetal loss and retention of one fetus, delivered, with or without mention of antepartum condition
65133	9	Twin pregnancy with fetal loss and retention of one fetus, antepartum condition or complication
65141	9	Triplet pregnancy with fetal loss and retention of one or more fetus(es), delivered, with or without mention of antepartum condition
65171	9	Multiple gestation following (elective) fetal reduction,delivered, with or without mention of antepartum condition
65173	9	Multiple gestation following (elective) fetal reduction, antepartum condition or complication
65201	9	Unstable lie, delivered, with or without mention of antepartum condition
65211	9	Breech or other malpresentation successfully converted to cephalic presentation, delivered, with or without mention of antepartum condition
65221	9	Breech presentation without mention of version, delivered, with or without mention of antepartum condition
65223	9	Breech presentation without mention of version, antepartum condition or complication
65231	9	Transverse or oblique presentation, delivered, with or without mention of antepartum condition
65233	9	Transverse or oblique presentation, antepartum condition or complication
65241	9	Face or brow presentation, delivered, with or without mention of antepartum condition
65251	9	High head at term, delivered, with or without mention of antepartum condition
65261	9	Multiple gestation with malpresentation of one fetus or more, delivered, with or without mention of antepartum condition
65263	9	Multiple gestation with malpresentation of one fetus or more, antepartum condtion or complication
70521	9	Primary focal hyperhidrosis
65271	9	Prolapsed arm of fetus, delivered, with or without mention of antepartum condition
65281	9	Other specified malposition or malpresentation, delivered, with or without mention of antepartum condition
65283	9	Other specified malposition or malpresentation, antepartum condition or complication
65291	9	Unspecified malposition or malpresentation, delivered, with or without mention of antepartum condition
65311	9	Generally contracted pelvis, delivered, with or without mention of antepartum condition
65331	9	Outlet contraction of pelvis, delivered, with or without mention of antepartum condition
65333	9	Outlet contraction of pelvis, antepartum condition or complication
65341	9	Fetopelvic disproportion, delivered, with or without mention of antepartum condition
65351	9	Unusually large fetus causing disproportion, delivered, with or without mention of antepartum condition
65371	9	Other fetal abnormality causing disproportion, delivered, with or without mention of antepartum condition
65401	9	Congenital abnormalities of uterus, delivered, with or without mention of antepartum condition
65402	9	Congenital abnormalities of uterus, delivered, with mention of postpartum complication
65403	9	Congenital abnormalities of uterus, antepartum condition or complication
65404	9	Congenital abnormalities of uterus, postpartum condition or complication
65410	9	Tumors of body of uterus, unspecified as to episode of care or not applicable
65411	9	Tumors of body of uterus, delivered, with or without mention of antepartum condition
65413	9	Tumors of body of uterus, antepartum condition or complication
65414	9	Tumors of body of uterus, postpartum condition or complication
65420	9	Previous cesarean delivery, unspecified as to episode of care or not applicable
65421	9	Previous cesarean delivery, delivered, with or without mention of antepartum condition
65423	9	Previous cesarean delivery, antepartum condition or complication
65431	9	Retroverted and incarcerated gravid uterus, delivered, with mention of antepartum condition
65441	9	Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with or without mention of antepartum condition
65442	9	Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with mention of postpartum complication
65443	9	Other abnormalities in shape or position of gravid uterus and of neighboring structures, antepartum condition or complication
65444	9	Other abnormalities in shape or position of gravid uterus and of neighboring structures, postpartum condition or complication
65451	9	Cervical incompetence, delivered, with or without mention of antepartum condition
65453	9	Cervical incompetence, antepartum condition or complication
65461	9	Other congenital or acquired abnormality of cervix, delivered, with or without mention of antepartum condition
65463	9	Other congenital or acquired abnormality of cervix, antepartum condition or complication
65464	9	Other congenital or acquired abnormality of cervix, postpartum condition or complication
65471	9	Congenital or acquired abnormality of vagina, delivered, with or without mention of antepartum condition
65481	9	Congenital or acquired abnormality of vulva, delivered, with or without mention of antepartum condition
65491	9	Other and unspecified abnormality of organs and soft tissues of pelvis, delivered, with or without mention of antepartum condition
65493	9	Other and unspecified abnormality of organs and soft tissues of pelvis, antepartum condition or complication
65501	9	Central nervous system malformation in fetus, delivered, with or without mention of antepartum condition
65510	9	Chromosomal abnormality in fetus, affecting management of mother, unspecified as to episode of care or not applicable
65511	9	Chromosomal abnormality in fetus, affecting management of mother, delivered, with or without mention of antepartum condition
65513	9	Chromosomal abnormality in fetus, affecting management of mother, antepartum condition or complication
65553	9	Suspected damage to fetus from drugs, affecting management of mother, antepartum condition or complication
65571	9	Decreased fetal movements, affecting management of mother, delivered, with or without mention of antepartum condition
65573	9	Decreased fetal movements, affecting management of mother, antepartum condition or complication
65581	9	Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, delivered, with or without mention of antepartum condition
65583	9	Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, antepartum condition or complication
65591	9	Unspecified suspected fetal abnormality, affecting management of mother, delivered, with or without mention of antepartum condition
65593	9	Unspecified suspected fetal abnormality, affecting management of mother, antepartum condition or complication
65601	9	Fetal-maternal hemorrhage, delivered, with or without mention of antepartum condition
65611	9	Rhesus isoimmunization, delivered, with or without mention of antepartum condition
65613	9	Rhesus isoimmunization, antepartum condition or complication
65621	9	Isoimmunization from other and unspecified blood-group incompatibility, delivered, with or without mention of antepartum condition
65623	9	Isoimmunization from other and unspecified blood-group incompatibility, antepartum condition or complication
65631	9	Fetal distress, affecting management of mother, delivered, with or without mention of antepartum condition
65641	9	Intrauterine death, affecting management of mother, delivered, with or without mention of antepartum condition
65643	9	Intrauterine death, affecting management of mother, antepartum condition or complication
65651	9	Poor fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition
65653	9	Poor fetal growth, affecting management of mother, antepartum condition or complication
65661	9	Excessive fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition
65663	9	Excessive fetal growth, affecting management of mother, antepartum condition or complication
65671	9	Other placental conditions, affecting management of mother, delivered, with or without mention of antepartum condition
65673	9	Other placental conditions, affecting management of mother, antepartum condition or complication
65681	9	Other specified fetal and placental problems, affecting management of mother, delivered, with or without mention of antepartum condition
65683	9	Other specified fetal and placental problems, affecting management of mother, antepartum condition or complication
65701	9	Polyhydramnios, delivered, with or without mention of antepartum condition
65703	9	Polyhydramnios, antepartum condition or complication
65801	9	Oligohydramnios, delivered, with or without mention of antepartum condition
65803	9	Oligohydramnios, antepartum condition or complication
65811	9	Premature rupture of membranes, delivered, with or without mention of antepartum condition
65813	9	Premature rupture of membranes, antepartum condition or complication
65821	9	Delayed delivery after spontaneous or unspecified rupture of membranes, delivered, with or without mention of antepartum condition
65823	9	Delayed delivery after spontaneous or unspecified rupture of membranes, antepartum condition or complication
65831	9	Delayed delivery after artificial rupture of membranes, delivered, with or without mention of antepartum condition
65841	9	Infection of amniotic cavity, delivered, with or without mention of antepartum condition
65843	9	Infection of amniotic cavity, antepartum condition or complication
65881	9	Other problems associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition
65883	9	Other problems associated with amniotic cavity and membranes, antepartum
65891	9	Unspecified problem associated with amniotic cavity and membranes, delivered, with or without mention of antepartum condition
65901	9	Failed mechanical induction of labor, delivered, with or without mention of antepartum condition
65911	9	Failed medical or unspecified induction of labor, delivered, with or without mention of antepartum condition
65913	9	Failed medical or unspecified induction of labor, antepartum condition or complication
65921	9	Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition
65923	9	Maternal pyrexia during labor, unspecified, antepartum condition or complication
65931	9	Generalized infection during labor, delivered, with or without mention of antepartum condition
65933	9	Generalized infection during labor, antepartum condition or complication
65941	9	Grand multiparity, delivered, with or without mention of antepartum condition
65943	9	Grand multiparity, antepartum condition or complication
65951	9	Elderly primigravida, delivered, with or without mention of antepartum condition
65953	9	Elderly primigravida, antepartum condition or complication
65960	9	Elderly multigravida, unspecified as to episode of care or not applicable
65961	9	Elderly multigravida, delivered with or without mention of antepartum condition
65963	9	Elderly multigravida, antepartum condition or complication
65971	9	Abnormality in fetal heart rate or rhythm, delivered, with or without mention of antepartum condition
65973	9	Abnormality in fetal heart rate or rhythm, antepartum condition or complication
65981	9	Other specified indications for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition
65983	9	Other specified indications for care or intervention related to labor and delivery, antepartum condition or complication
65991	9	Unspecified indication for care or intervention related to labor and delivery, delivered, with or without mention of antepartum condition
65993	9	Unspecified indication for care or intervention related to labor and delivery, antepartum condition or complication
66001	9	Obstruction caused by malposition of fetus at onset of labor, delivered, with or without mention of antepartum condition
66011	9	Obstruction by bony pelvis during labor, delivered, with or without mention of antepartum condition
66021	9	Obstruction by abnormal pelvic soft tissues during labor, delivered, with or without mention of antepartum condition
66031	9	Deep transverse arrest and persistent occipitoposterior position, delivered, with or without mention of antepartum condition
66041	9	Shoulder (girdle) dystocia, delivered, with or without mention of antepartum condition
66061	9	Unspecified failed trial of labor, delivered, with or without mention of antepartum condition
66071	9	Failed forceps or vacuum extractor, unspecified, delivered, with or without mention of antepartum condition
66081	9	Other causes of obstructed labor, delivered, with or without mention of antepartum condition
66091	9	Unspecified obstructed labor, delivered, with or without mention of antepartum condition
66101	9	Primary uterine inertia, delivered, with or without mention of antepartum condition
66103	9	Primary uterine inertia, antepartum condition or complication
66111	9	Secondary uterine inertia, delivered, with or without mention of antepartum condition
66113	9	Secondary uterine inertia, antepartum condition or complication
66121	9	Other and unspecified uterine inertia, delivered, with or without mention of antepartum condition
66123	9	Other and unspecified uterine inertia, antepartum condition or complication
66131	9	Precipitate labor, delivered, with or without mention of antepartum condition
66141	9	Hypertonic, incoordinate, or prolonged uterine contractions, delivered, with or without mention of antepartum condition
66143	9	Hypertonic, incoordinate, or prolonged uterine contractions, antepartum condition or complication
66191	9	Unspecified abnormality of labor, delivered, with or without mention of antepartum condition
66193	9	Unspecified abnormality of labor, antepartum condition or complication
66201	9	Prolonged first stage of labor, delivered, with or without mention of antepartum condition
66211	9	Unspecified prolonged labor, delivered, with or without mention of antepartum condition
66221	9	Prolonged second stage of labor, delivered, with or without mention of antepartum condition
66301	9	Prolapse of cord complicating labor and delivery, delivered, with or without mention of antepartum condition
66311	9	Cord around neck, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition
66321	9	Other and unspecified cord entanglement, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition
66323	9	Other and unspecified cord entanglement, with compression, complicating labor and delivery, antepartum condition or complication
66331	9	Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, delivered, with or without mention of antepartum condition
66341	9	Short cord complicating labor and delivery, delivered, with or without mention of antepartum condition
66351	9	Vasa previa complicating labor and delivery, delivered, with or without mention of antepartum condition
66353	9	Vasa previa complicating labor and delivery, antepartum condition or complication
66361	9	Vascular lesions of cord complicating labor and delivery, delivered, with or without mention of antepartum condition
66381	9	Other umbilical cord complications complicating labor and delivery, delivered, with or without mention of antepartum condition
66383	9	Other umbilical cord complications complicating labor and delivery, antepartum condition or complication
66391	9	Unspecified umbilical cord complication complicating labor and delivery, delivered, with or without mention of antepartum condition
66401	9	First-degree perineal laceration, delivered, with or without mention of antepartum condition
66404	9	First-degree perineal laceration, postpartum condition or complication
66411	9	Second-degree perineal laceration, delivered, with or without mention of antepartum condition
66414	9	Second-degree perineal laceration, postpartum condition or complication
66421	9	Third-degree perineal laceration, delivered, with or without mention of antepartum condition
66431	9	Fourth-degree perineal laceration, delivered, with or without mention of antepartum condition
66441	9	Unspecified perineal laceration, delivered, with or without mention of antepartum condition
66451	9	Vulvar and perineal hematoma, delivered, with or without mention of antepartum condition
66461	9	Anal sphincter tear complicating delivery, not associated with third-degree perineal laceration, delivered, with or without mention of antepartum condition
66481	9	Other specified trauma to perineum and vulva, delivered, with or without mention of antepartum condition
66484	9	Other specified trauma to perineum and vulva, postpartum condition or complication
66501	9	Rupture of uterus before onset of labor, delivered, with or without mention of antepartum condition
66511	9	Rupture of uterus during labor, delivered, with or without mention of antepartum condition
66522	9	Inversion of uterus, delivered, with mention of postpartum complication
66531	9	Laceration of cervix, delivered, with or without mention of antepartum condition
66534	9	Laceration of cervix, postpartum condition or complication
66541	9	High vaginal laceration, delivered, with or without mention of antepartum condition
66544	9	High vaginal laceration, postpartum condition or complication
66551	9	Other injury to pelvic organs, delivered, with or without mention of antepartum condition
66554	9	Other injury to pelvic organs, postpartum condition or complication
66560	9	Damage to pelvic joints and ligaments, unspecified as to episode of care or not applicable
66561	9	Damage to pelvic joints and ligaments, delivered, with or without mention of antepartum condition
66564	9	Damage to pelvic joints and ligaments, postpartum condition or complication
66571	9	Pelvic hematoma, delivered, with or without mention of antepartum condition
66572	9	Pelvic hematoma, delivered with mention of postpartum complication
66574	9	Pelvic hematoma, postpartum condition or complication
66581	9	Other specified obstetrical trauma, delivered, with or without mention of antepartum condition
66582	9	Other specified obstetrical trauma, delivered, with mention of postpartum complication
66583	9	Other specified obstetrical trauma, antepartum condition or complication
66584	9	Other specified obstetrical trauma, postpartum condition or complication
66602	9	Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication
66604	9	Third-stage postpartum hemorrhage, postpartum condition or complication
66612	9	Other immediate postpartum hemorrhage, delivered, with mention of postpartum complication
66614	9	Other immediate postpartum hemorrhage, postpartum condition or complication
70581	9	Dyshidrosis
66622	9	Delayed and secondary postpartum hemorrhage, delivered, with mention of postpartum complication
66624	9	Delayed and secondary postpartum hemorrhage, postpartum condition or complication
66632	9	Postpartum coagulation defects, delivered, with mention of postpartum complication
66634	9	Postpartum coagulation defects, postpartum condition or complication
66702	9	Retained placenta without hemorrhage, delivered, with mention of postpartum complication
66704	9	Retained placenta without hemorrhage, postpartum condition or complication
66712	9	Retained portions of placenta or membranes, without hemorrhage, delivered, with mention of postpartum complication
66714	9	Retained portions of placenta or membranes, without hemorrhage, postpartum condition or complication
66801	9	Pulmonary complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition
66802	9	Pulmonary complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication
66811	9	Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition
66812	9	Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication
66822	9	Central nervous system complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication
66824	9	Central nervous system complications of anesthesia or other sedation in labor and delivery, postpartum condition or complication
66881	9	Other complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition
